Epoch	Accuracy	Loss	Val Accuracy	Val Loss
1	0.7628124952316284	8.197358131408691	0.8694999814033508	1.036741852760315
2	0.8493750095367432	0.46411746740341187	0.8744999766349792	1.0434285402297974
3	0.8643749952316284	0.4374059736728668	0.8640000224113464	1.7099900245666504
4	0.8650000095367432	0.4632416069507599	0.9150000214576721	0.6410822868347168
5	0.8603125214576721	0.48592156171798706	0.828499972820282	2.286267042160034
6	0.8543750047683716	0.5232938528060913	0.9164999723434448	1.018942952156067
7	0.8696874976158142	0.45670345425605774	0.8700000047683716	1.794641137123108
8	0.8693749904632568	0.4763711094856262	0.8115000128746033	2.702610731124878
9	0.8475000262260437	0.600698709487915	0.7584999799728394	6.1714253425598145
10	0.8687499761581421	0.4836792051792145	0.7074999809265137	7.268160820007324
11	0.864062488079071	0.47764691710472107	0.8579999804496765	2.6969738006591797
12	0.8684375286102295	0.48196494579315186	0.6880000233650208	8.65786075592041
13	0.8709375262260437	0.589442789554596	0.7900000214576721	5.040510654449463
14	0.871874988079071	0.45082053542137146	0.7649999856948853	5.353565216064453
15	0.8843749761581421	0.45194539427757263	0.7120000123977661	6.592623233795166
16	0.8887500166893005	0.4222216308116913	0.675000011920929	8.226631164550781
17	0.8862500190734863	0.4142446517944336	0.8059999942779541	6.315974712371826
18	0.8778125047683716	0.5369861721992493	0.7390000224113464	6.0901923179626465
19	0.8690624833106995	0.4666975736618042	0.7135000228881836	8.66612720489502
20	0.8856250047683716	0.431062251329422	0.6119999885559082	11.896866798400879
21	0.8903124928474426	0.4229671359062195	0.5845000147819519	31.421710968017578
22	0.8709375262260437	0.5265393257141113	0.38199999928474426	55.24826431274414
23	0.8774999976158142	0.5030938386917114	0.4869999885559082	26.47144317626953
24	0.8862500190734863	0.5138099789619446	0.6884999871253967	9.655618667602539
25	0.8949999809265137	0.4390856623649597	0.609499990940094	15.335007667541504
