Epoch	Accuracy	Loss	Val Accuracy	Val Loss
1	0.5093749761581421	1.2969298362731934	0.8420000076293945	0.40807396173477173
2	0.7481250166893005	0.6512191295623779	0.890999972820282	0.3513455390930176
3	0.7975000143051147	0.504457414150238	0.921999990940094	0.2847456634044647
4	0.8443750143051147	0.41467875242233276	0.9179999828338623	0.30675551295280457
5	0.8665624856948853	0.3612111210823059	0.9304999709129333	0.2709167003631592
6	0.8815624713897705	0.31985461711883545	0.9430000185966492	0.2097276896238327
7	0.890625	0.3098991811275482	0.9409999847412109	0.21488353610038757
8	0.8940625190734863	0.2858532667160034	0.9409999847412109	0.20423056185245514
9	0.9121875166893005	0.25295552611351013	0.925000011920929	0.2769053876399994
10	0.9146875143051147	0.24420669674873352	0.949999988079071	0.18213500082492828
11	0.925000011920929	0.23072439432144165	0.9424999952316284	0.2022385448217392
12	0.9246875047683716	0.22647544741630554	0.9430000185966492	0.18099477887153625
13	0.9275000095367432	0.2011573612689972	0.9465000033378601	0.22015178203582764
14	0.9315624833106995	0.19989566504955292	0.9570000171661377	0.1875627487897873
15	0.9331250190734863	0.18967929482460022	0.9480000138282776	0.1798083633184433
16	0.9375	0.18296515941619873	0.9555000066757202	0.18911898136138916
17	0.9393749833106995	0.17961637675762177	0.9524999856948853	0.19815661013126373
18	0.9459375143051147	0.16100381314754486	0.9445000290870667	0.1875477135181427
19	0.9393749833106995	0.17043527960777283	0.9559999704360962	0.16490162909030914
20	0.9474999904632568	0.16199104487895966	0.9564999938011169	0.16250193119049072
21	0.9478124976158142	0.15857619047164917	0.9599999785423279	0.17860038578510284
22	0.9537500143051147	0.1402387171983719	0.9555000066757202	0.17136377096176147
23	0.9453125	0.15194712579250336	0.9635000228881836	0.15674647688865662
24	0.9478124976158142	0.15004810690879822	0.9614999890327454	0.1512705236673355
25	0.9528124928474426	0.13858358561992645	0.9649999737739563	0.14846523106098175
